week,fantasy_team_id,fantasy_team,opponent_team_id,opponent_team,player_id,player_name,position,lineup_slot,eligible_slots,points,was_started,pro_team,injury_status,injured
7,6,Jeremy Lin fan club,5,Poole Party,4712896,Noah Clowney,PF,PG,"['PF', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",62.0,True,BKN,OUT,True
7,6,Jeremy Lin fan club,5,Poole Party,4396971,Naz Reid,C,PG,"['PF', 'C', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",134.0,True,MIN,ACTIVE,False
7,6,Jeremy Lin fan club,5,Poole Party,5061575,Kon Knueppel,SG,PG,"['SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",112.0,True,CHA,ACTIVE,False
7,6,Jeremy Lin fan club,5,Poole Party,4395725,Tyler Herro,SG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",66.0,True,MIA,OUT,True
7,6,Jeremy Lin fan club,5,Poole Party,3136193,Devin Booker,PG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",19.0,True,PHO,ACTIVE,False
7,6,Jeremy Lin fan club,5,Poole Party,6478,Nikola Vucevic,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",101.0,True,BOS,ACTIVE,False
7,6,Jeremy Lin fan club,5,Poole Party,4277811,Collin Sexton,SG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",11.0,True,CHI,ACTIVE,False
7,6,Jeremy Lin fan club,5,Poole Party,4432816,LaMelo Ball,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",121.0,True,CHA,ACTIVE,False
7,6,Jeremy Lin fan club,5,Poole Party,4431671,Jaden McDaniels,SF,PG,"['SF', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",130.0,True,MIN,ACTIVE,False
7,6,Jeremy Lin fan club,5,Poole Party,4900671,Ajay Mitchell,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",54.0,True,OKC,OUT,True
7,6,Jeremy Lin fan club,5,Poole Party,4701232,Mark Williams,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",54.0,True,PHO,OUT,True
7,6,Jeremy Lin fan club,5,Poole Party,3147657,Mikal Bridges,SF,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",165.0,True,NYK,ACTIVE,False
7,5,Poole Party,6,Jeremy Lin fan club,4395712,Andrew Nembhard,PG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",72.0,True,IND,OUT,True
7,5,Poole Party,6,Jeremy Lin fan club,4709138,Brandin Podziemski,SG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",105.0,True,GSW,ACTIVE,False
7,5,Poole Party,6,Jeremy Lin fan club,5104155,Bilal Coulibaly,SF,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",14.0,True,WAS,OUT,True
7,5,Poole Party,6,Jeremy Lin fan club,3149673,Pascal Siakam,PF,PG,"['PF', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",122.0,True,IND,OUT,True
7,5,Poole Party,6,Jeremy Lin fan club,4711294,Matas Buzelis,SF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",91.0,True,CHI,OUT,True
7,5,Poole Party,6,Jeremy Lin fan club,4594268,Anthony Edwards,SG,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",114.0,True,MIN,ACTIVE,False
7,5,Poole Party,6,Jeremy Lin fan club,4683692,Cason Wallace,SG,PG,"['SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",77.0,True,OKC,ACTIVE,False
7,5,Poole Party,6,Jeremy Lin fan club,4066259,De'Aaron Fox,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",125.0,True,SAS,ACTIVE,False
7,5,Poole Party,6,Jeremy Lin fan club,5174563,Kyshawn George,SG,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",120.0,True,WAS,OUT,True
7,5,Poole Party,6,Jeremy Lin fan club,4432158,Evan Mobley,PF,PG,"['PF', 'C', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",181.0,True,CLE,ACTIVE,False
7,5,Poole Party,6,Jeremy Lin fan club,3102530,Jusuf Nurkic,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",48.0,True,UTA,OUT,True
7,5,Poole Party,6,Jeremy Lin fan club,4593803,Jalen Williams,PF,PG,"['SF', 'PF', 'C', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",132.0,True,OKC,OUT,True
7,1,YSK FC,4,SKAVALASSKKYYYY,4871144,Alperen Sengun,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",148.0,True,HOU,ACTIVE,False
7,1,YSK FC,4,SKAVALASSKKYYYY,4683747,Jaylon Tyson,SG,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",25.0,True,CLE,ACTIVE,False
7,1,YSK FC,4,SKAVALASSKKYYYY,4277961,Jaren Jackson Jr.,C,PG,"['PF', 'C', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",63.0,True,UTA,OUT,True
7,1,YSK FC,4,SKAVALASSKKYYYY,3468,Russell Westbrook,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",64.0,True,SAC,OUT,True
7,1,YSK FC,4,SKAVALASSKKYYYY,4066354,Payton Pritchard,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",87.0,True,BOS,ACTIVE,False
7,1,YSK FC,4,SKAVALASSKKYYYY,4395630,Devin Vassell,SG,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",69.0,True,SAS,ACTIVE,False
7,1,YSK FC,4,SKAVALASSKKYYYY,4600663,Zach Edey,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",80.0,True,MEM,OUT,True
7,1,YSK FC,4,SKAVALASSKKYYYY,4278067,Nic Claxton,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",187.0,True,BKN,OUT,True
7,1,YSK FC,4,SKAVALASSKKYYYY,4278073,Shai Gilgeous-Alexander,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",119.0,True,OKC,ACTIVE,False
7,1,YSK FC,4,SKAVALASSKKYYYY,3059319,Andrew Wiggins,SF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",130.0,True,MIA,ACTIVE,False
7,1,YSK FC,4,SKAVALASSKKYYYY,4397688,Trey Murphy III,SF,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",145.0,True,NOP,OUT,True
7,1,YSK FC,4,SKAVALASSKKYYYY,4431736,Toumani Camara,PF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",27.0,True,POR,ACTIVE,False
7,1,YSK FC,4,SKAVALASSKKYYYY,3078576,Derrick White,SG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",187.0,True,BOS,ACTIVE,False
7,1,YSK FC,4,SKAVALASSKKYYYY,4432573,Paolo Banchero,PF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",34.0,True,ORL,ACTIVE,False
7,4,SKAVALASSKKYYYY,1,YSK FC,2490149,CJ McCollum,SG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",130.0,True,ATL,ACTIVE,False
7,4,SKAVALASSKKYYYY,1,YSK FC,2530530,T.J. McConnell,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",12.0,True,IND,OUT,True
7,4,SKAVALASSKKYYYY,1,YSK FC,4278053,Davion Mitchell,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",105.0,True,MIA,ACTIVE,False
7,4,SKAVALASSKKYYYY,1,YSK FC,3945274,Luka Doncic,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",107.0,True,LAL,OUT,True
7,4,SKAVALASSKKYYYY,1,YSK FC,4395723,Keldon Johnson,SF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",67.0,True,SAS,ACTIVE,False
7,4,SKAVALASSKKYYYY,1,YSK FC,6440,Tobias Harris,PF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",48.0,True,DET,ACTIVE,False
7,4,SKAVALASSKKYYYY,1,YSK FC,3102531,Kristaps Porzingis,C,PG,"['PF', 'C', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",47.0,True,GSW,ACTIVE,False
7,4,SKAVALASSKKYYYY,1,YSK FC,5105565,Donovan Clingan,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",39.0,True,POR,ACTIVE,False
7,4,SKAVALASSKKYYYY,1,YSK FC,3155526,Dillon Brooks,SF,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",65.0,True,PHO,ACTIVE,False
7,4,SKAVALASSKKYYYY,1,YSK FC,2583632,Royce O'Neale,SF,PG,"['SF', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",40.0,True,PHO,ACTIVE,False
7,4,SKAVALASSKKYYYY,1,YSK FC,3992,James Harden,PG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",164.0,True,CLE,ACTIVE,False
7,4,SKAVALASSKKYYYY,1,YSK FC,3917376,Jaylen Brown,SF,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",162.0,True,BOS,ACTIVE,False
7,4,SKAVALASSKKYYYY,1,YSK FC,3032976,Rudy Gobert,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",105.0,True,MIN,ACTIVE,False
7,4,SKAVALASSKKYYYY,1,YSK FC,5041939,Cooper Flagg,SF,PG,"['PG', 'SF', 'PF', 'G', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",142.0,True,DAL,OUT,True
7,2,Phantom Troupe,3,Kat's Kittens,4278049,Daniel Gafford,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",6.0,True,DAL,ACTIVE,False
7,2,Phantom Troupe,3,Kat's Kittens,4017837,Ivica Zubac,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",119.0,True,IND,OUT,True
7,2,Phantom Troupe,3,Kat's Kittens,4395651,Coby White,PG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",31.0,True,CHA,ACTIVE,False
7,2,Phantom Troupe,3,Kat's Kittens,4684742,Ausar Thompson,SF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",90.0,True,DET,ACTIVE,False
7,2,Phantom Troupe,3,Kat's Kittens,2991070,Jerami Grant,PF,PG,"['PF', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",150.0,True,POR,ACTIVE,False
7,2,Phantom Troupe,3,Kat's Kittens,3913176,Brandon Ingram,SF,PG,"['SF', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",99.0,True,TOR,OUT,True
7,2,Phantom Troupe,3,Kat's Kittens,4432166,Cade Cunningham,PG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",216.0,True,DET,ACTIVE,False
7,2,Phantom Troupe,3,Kat's Kittens,4066262,Malik Monk,SG,PG,"['PG', 'SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",55.0,True,SAC,OUT,True
7,2,Phantom Troupe,3,Kat's Kittens,3978,DeMar DeRozan,SF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",54.0,True,SAC,OUT,True
7,2,Phantom Troupe,3,Kat's Kittens,5124612,VJ Edgecombe,SG,PG,"['SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",115.0,True,PHL,ACTIVE,False
7,2,Phantom Troupe,3,Kat's Kittens,4066320,Desmond Bane,SG,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",61.0,True,ORL,ACTIVE,False
7,2,Phantom Troupe,3,Kat's Kittens,4711272,Reed Sheppard,SG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",89.0,True,HOU,ACTIVE,False
7,3,Kat's Kittens,2,Phantom Troupe,4431680,Onyeka Okongwu,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",149.0,True,ATL,ACTIVE,False
7,3,Kat's Kittens,2,Phantom Troupe,3907823,Terance Mann,SG,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",33.0,True,BKN,OUT,True
7,3,Kat's Kittens,2,Phantom Troupe,3908845,John Collins,PF,PG,"['PF', 'C', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",57.0,True,LAC,ACTIVE,False
7,3,Kat's Kittens,2,Phantom Troupe,4433621,Jalen Duren,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",108.0,True,DET,ACTIVE,False
7,3,Kat's Kittens,2,Phantom Troupe,3136776,D'Angelo Russell,PG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",46.0,True,WAS,OUT,True
7,3,Kat's Kittens,2,Phantom Troupe,6583,Anthony Davis,C,PG,"['PF', 'C', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",191.0,True,WAS,OUT,True
7,3,Kat's Kittens,2,Phantom Troupe,3062679,Josh Hart,SF,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",154.0,True,NYK,ACTIVE,False
7,3,Kat's Kittens,2,Phantom Troupe,4251,Paul George,SF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",82.0,True,PHL,ACTIVE,False
7,3,Kat's Kittens,2,Phantom Troupe,3064514,Julius Randle,PF,PG,"['PF', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",96.0,True,MIN,ACTIVE,False
7,3,Kat's Kittens,2,Phantom Troupe,3136195,Karl-Anthony Towns,C,PG,"['PF', 'C', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",157.0,True,NYK,ACTIVE,False
7,3,Kat's Kittens,2,Phantom Troupe,3934673,Donte DiVincenzo,SG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",89.0,True,MIN,OUT,True
7,3,Kat's Kittens,2,Phantom Troupe,4431678,Tyrese Maxey,PG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",225.0,True,PHL,ACTIVE,False
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,3112335,Nikola Jokic,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",82.0,True,DEN,ACTIVE,False
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,4871145,Josh Giddey,SG,PG,"['PG', 'SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",77.0,True,CHI,OUT,True
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,4684740,Amen Thompson,SF,PG,"['SG', 'SF', 'PF', 'G', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",51.0,True,HOU,ACTIVE,False
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,4396907,Darius Garland,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",76.0,True,LAC,ACTIVE,False
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,4683021,Deni Avdija,SF,PG,"['SG', 'SF', 'PF', 'G', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",78.0,True,POR,ACTIVE,False
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,4278129,Deandre Ayton,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",71.0,True,LAL,ACTIVE,False
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,4594327,Keegan Murray,PF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",79.0,True,SAC,OUT,True
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,3908809,Donovan Mitchell,SG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",102.0,True,CLE,ACTIVE,False
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,4432848,Jaime Jaquez Jr.,SF,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",15.0,True,MIA,ACTIVE,False
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,4397136,Saddiq Bey,SF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",81.0,True,NOP,ACTIVE,False
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,4397140,Kevin Porter Jr.,SG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",71.0,True,MIL,OUT,True
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,3059318,Joel Embiid,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",90.0,True,PHL,ACTIVE,False
8,8,Hawk Tuah Demure,10,Van Der Linde Gang,4869780,Derik Queen,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR', 'Rookie']",136.0,True,NOP,ACTIVE,False
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,3135045,Grayson Allen,SG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",75.0,True,PHO,ACTIVE,False
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,3934672,Jalen Brunson,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",119.0,True,NYK,ACTIVE,False
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,4433134,Scottie Barnes,SF,PG,"['SG', 'SF', 'PF', 'G', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",25.0,True,TOR,ACTIVE,False
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,5104157,Victor Wembanyama,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",36.0,True,SAS,ACTIVE,False
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,4066383,Miles Bridges,SF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",96.0,True,CHA,ACTIVE,False
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,4397424,Neemias Queta,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",14.0,True,BOS,ACTIVE,False
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,3133628,Myles Turner,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",18.0,True,MIL,OUT,True
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,4683634,Bennedict Mathurin,SF,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",75.0,True,LAC,ACTIVE,False
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,4712849,Anthony Black,PG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",52.0,True,ORL,ACTIVE,False
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,4433627,Keyonte George,PG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",72.0,True,UTA,OUT,True
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,4065732,De'Andre Hunter,SF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",17.0,True,SAC,OUT,True
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,5105623,Kel'el Ware,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",15.0,True,MIA,ACTIVE,False
8,10,Van Der Linde Gang,8,Hawk Tuah Demure,2595516,Norman Powell,SG,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",42.0,True,MIA,ACTIVE,False
8,5,Poole Party,7,Goat's,4395712,Andrew Nembhard,PG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",49.0,True,IND,OUT,True
8,5,Poole Party,7,Goat's,4709138,Brandin Podziemski,SG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",42.0,True,GSW,ACTIVE,False
8,5,Poole Party,7,Goat's,4711294,Matas Buzelis,SF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",49.0,True,CHI,OUT,True
8,5,Poole Party,7,Goat's,3149673,Pascal Siakam,PF,PG,"['PF', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",90.0,True,IND,OUT,True
8,5,Poole Party,7,Goat's,4594268,Anthony Edwards,SG,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",65.0,True,MIN,ACTIVE,False
8,5,Poole Party,7,Goat's,4683692,Cason Wallace,SG,PG,"['SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",37.0,True,OKC,ACTIVE,False
8,5,Poole Party,7,Goat's,3102530,Jusuf Nurkic,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",51.0,True,UTA,OUT,True
8,5,Poole Party,7,Goat's,5174563,Kyshawn George,SG,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",62.0,True,WAS,OUT,True
8,5,Poole Party,7,Goat's,4432158,Evan Mobley,PF,PG,"['PF', 'C', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",45.0,True,CLE,ACTIVE,False
8,5,Poole Party,7,Goat's,4593803,Jalen Williams,PF,PG,"['SF', 'PF', 'C', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",70.0,True,OKC,OUT,True
8,5,Poole Party,7,Goat's,4066259,De'Aaron Fox,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",111.0,True,SAS,ACTIVE,False
8,7,Goat's,5,Poole Party,3202,Kevin Durant,PF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",12.0,True,HOU,OUT,True
8,7,Goat's,5,Poole Party,4432582,Max Christie,SG,PG,"['SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",42.0,True,DAL,ACTIVE,False
8,7,Goat's,5,Poole Party,4914336,Shaedon Sharpe,SG,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",100.0,True,POR,ACTIVE,False
8,7,Goat's,5,Poole Party,4066261,Bam Adebayo,C,PG,"['PF', 'C', 'F', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",46.0,True,MIA,OUT,True
8,7,Goat's,5,Poole Party,6450,Kawhi Leonard,SF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",62.0,True,LAC,ACTIVE,False
8,7,Goat's,5,Poole Party,3134907,Kyle Kuzma,PF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",66.0,True,MIL,OUT,True
8,7,Goat's,5,Poole Party,4277847,Wendell Carter Jr.,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",86.0,True,ORL,ACTIVE,False
8,7,Goat's,5,Poole Party,3064440,Zach LaVine,SG,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",29.0,True,SAC,OUT,True
8,7,Goat's,5,Poole Party,3936299,Jamal Murray,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",33.0,True,DEN,ACTIVE,False
8,7,Goat's,5,Poole Party,4278585,Collin Gillespie,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",76.0,True,PHO,ACTIVE,False
8,7,Goat's,5,Poole Party,6585,Andre Drummond,C,PG,"['C', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",50.0,True,PHL,ACTIVE,False
8,7,Goat's,5,Poole Party,4278104,Michael Porter Jr.,SF,PG,"['SF', 'PF', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",65.0,True,BKN,OUT,True
8,7,Goat's,5,Poole Party,6430,Jimmy Butler III,SF,PG,"['SG', 'SF', 'PF', 'G', 'F', 'SG/SF', 'G/F', 'PF/C', 'F/C', 'UT', 'BE', 'IR']",66.0,True,GSW,OUT,True
8,4,SKAVALASSKKYYYY,9,ybgcorp,2490149,CJ McCollum,SG,PG,"['PG', 'SG', 'G', 'SG/SF', 'G/F', 'UT', 'BE', 'IR']",69.0,True,ATL,ACTIVE,False
8,4,SKAVALASSKKYYYY,9,ybgcorp,4278053,Davion Mitchell,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",32.0,True,MIA,ACTIVE,False
8,4,SKAVALASSKKYYYY,9,ybgcorp,3945274,Luka Doncic,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",77.0,True,LAL,OUT,True
8,4,SKAVALASSKKYYYY,9,ybgcorp,3155526,Dillon Brooks,SF,PG,"['SG', 'SF', 'G', 'F', 'SG/SF', 'G/F', 'F/C', 'UT', 'BE', 'IR']",51.0,True,PHO,ACTIVE,False
8,4,SKAVALASSKKYYYY,9,ybgcorp,3975,Stephen Curry,PG,PG,"['PG', 'G', 'G/F', 'UT', 'BE', 'IR']",137.0,True,GSW,ACTIVE,False
